sequence,planned_ms,computed_ms,durable_ms
1,0,0.001606,6.29219
2,0,0.002089,6.29219
3,0,0.002394,6.29219
4,0,0.002674,6.29219
5,0,0.002902,6.29219
6,0,0.003181,6.29219
7,0,0.003463,6.29219
8,0,0.003739,6.29219
9,0,6.32129,12.9074
10,0,6.32175,12.9074
11,0,6.32198,12.9074
12,0,6.3222,12.9074
13,0,6.32246,12.9074
14,0,6.32274,12.9074
15,0,6.32296,12.9074
16,0,6.32319,12.9074
17,0,12.9412,21.5766
18,0,12.9416,21.5766
19,0,12.9419,21.5766
20,0,12.9422,21.5766
21,100,100.103,106.648
22,100,100.104,106.648
23,100,100.104,106.648
24,100,100.104,106.648
25,100,100.104,106.648
26,100,100.104,106.648
27,100,100.105,106.648
28,100,100.105,106.648
29,100,106.688,113.076
30,100,106.688,113.076
31,100,106.688,113.076
32,100,106.689,113.076
33,100,106.689,113.076
34,100,106.689,113.076
35,100,106.689,113.076
36,100,106.69,113.076
37,100,113.127,121.686
38,100,113.128,121.686
39,100,113.129,121.686
40,100,113.129,121.686
41,200,200.205,207.105
42,200,200.206,207.105
43,200,200.206,207.105
44,200,200.206,207.105
45,200,200.206,207.105
46,200,200.207,207.105
47,200,200.207,207.105
48,200,200.207,207.105
49,200,207.143,213.429
50,200,207.144,213.429
51,200,207.144,213.429
52,200,207.145,213.429
53,200,207.145,213.429
54,200,207.145,213.429
55,200,207.146,213.429
56,200,207.146,213.429
57,200,213.483,225.095
58,200,213.483,225.095
59,200,213.484,225.095
60,200,213.484,225.095
61,300,300.081,306.777
62,300,300.082,306.777
63,300,300.082,306.777
64,300,300.083,306.777
65,300,300.083,306.777
66,300,300.084,306.777
67,300,300.085,306.777
68,300,300.085,306.777
69,300,306.825,313.261
70,300,306.826,313.261
71,300,306.826,313.261
72,300,306.826,313.261
73,300,306.826,313.261
74,300,306.827,313.261
75,300,306.827,313.261
76,300,306.828,313.261
77,300,313.303,321.109
78,300,313.303,321.109
79,300,313.303,321.109
80,300,313.304,321.109
81,400,400.092,411.901
82,400,400.093,411.901
83,400,400.093,411.901
84,400,400.093,411.901
85,400,400.093,411.901
86,400,400.094,411.901
87,400,400.094,411.901
88,400,400.094,411.901
89,400,411.939,418.788
90,400,411.94,418.788
91,400,411.94,418.788
92,400,411.94,418.788
93,400,411.941,418.788
94,400,411.941,418.788
95,400,411.941,418.788
96,400,411.941,418.788
97,400,418.826,427.282
98,400,418.827,427.282
99,400,418.827,427.282
100,400,418.827,427.282
101,500,500.101,506.519
102,500,500.101,506.519
103,500,500.101,506.519
104,500,500.101,506.519
105,500,500.102,506.519
106,500,500.102,506.519
107,500,500.102,506.519
108,500,500.102,506.519
109,500,506.559,513.242
110,500,506.56,513.242
111,500,506.56,513.242
112,500,506.56,513.242
113,500,506.561,513.242
114,500,506.561,513.242
115,500,506.561,513.242
116,500,506.562,513.242
117,500,513.272,521.851
118,500,513.272,521.851
119,500,513.273,521.851
120,500,513.273,521.851
121,600,600.103,606.644
122,600,600.104,606.644
123,600,600.104,606.644
124,600,600.104,606.644
125,600,600.104,606.644
126,600,600.104,606.644
127,600,600.105,606.644
128,600,600.105,606.644
129,600,606.68,613.217
130,600,606.68,613.217
131,600,606.681,613.217
132,600,606.681,613.217
133,600,606.681,613.217
134,600,606.682,613.217
135,600,606.682,613.217
136,600,606.682,613.217
137,600,613.248,621.684
138,600,613.248,621.684
139,600,613.248,621.684
140,600,613.248,621.684
141,700,700.079,706.934
142,700,700.079,706.934
143,700,700.08,706.934
144,700,700.08,706.934
145,700,700.081,706.934
146,700,700.081,706.934
147,700,700.081,706.934
148,700,700.082,706.934
149,700,706.976,713.561
150,700,706.976,713.561
151,700,706.977,713.561
152,700,706.977,713.561
153,700,706.977,713.561
154,700,706.977,713.561
155,700,706.978,713.561
156,700,706.978,713.561
157,700,713.589,722.196
158,700,713.589,722.196
159,700,713.589,722.196
160,700,713.589,722.196
161,800,800.098,806.338
162,800,800.098,806.338
163,800,800.098,806.338
164,800,800.099,806.338
165,800,800.099,806.338
166,800,800.099,806.338
167,800,800.099,806.338
168,800,800.099,806.338
169,800,806.37,812.884
170,800,806.37,812.884
171,800,806.371,812.884
172,800,806.371,812.884
173,800,806.371,812.884
174,800,806.371,812.884
175,800,806.371,812.884
176,800,806.372,812.884
177,800,812.911,821.265
178,800,812.911,821.265
179,800,812.911,821.265
180,800,812.911,821.265
181,900,900.073,906.612
182,900,900.073,906.612
183,900,900.074,906.612
184,900,900.074,906.612
185,900,900.074,906.612
186,900,900.075,906.612
187,900,900.075,906.612
188,900,900.075,906.612
189,900,906.651,913.1
190,900,906.651,913.1
191,900,906.651,913.1
192,900,906.652,913.1
193,900,906.652,913.1
194,900,906.652,913.1
195,900,906.652,913.1
196,900,906.652,913.1
197,900,913.142,919.475
198,900,913.143,919.475
199,900,913.143,919.475
200,900,913.143,919.475
