index,planned_ns,started_ns,prepared_ns,publication_started_ns,completed_ns,checkpoint_confirmed_by_ns,outcome,sequence,epoch,version,proof,value_ms,verified_ms,received_ms,price,quantity,checksum,gap,time_known,seal
0,84938933374,84940050178,84940052988,84940053008,84947982797,0,1,2,1,2,2,1,1,1,102,2,3405517392,0,1,0
1,85138933374,85139033197,85139035666,85139035686,85144722227,0,1,3,1,3,3,200,200,200,103,3,3405582928,0,1,0
2,85338933374,85339032731,85339035128,85339035148,85344263049,0,1,4,1,4,4,400,400,400,104,4,3405386328,0,1,0
3,85538933374,85539045766,85539048103,85539048123,85543138509,0,1,5,1,5,5,600,600,600,105,5,3405451864,0,1,0
4,85738933374,85738996698,85739000709,85739000739,85743096914,0,1,6,1,6,6,800,800,800,106,6,3405255256,0,1,0
5,85938933374,85939040080,85939042536,85939042557,85945786082,0,1,7,1,7,7,1000,1000,1000,107,7,3405320792,0,1,0
6,86138933374,86139045695,86139050207,86139050227,86144371064,0,1,8,1,8,8,1200,1200,1200,108,8,3405124176,0,1,0
7,86338933374,86339032248,86339034253,86339034283,86344449197,0,1,9,1,9,9,1400,1400,1400,109,9,3405189712,0,1,0
8,86538933374,86539038955,86539041190,86539041210,86544525402,0,1,10,1,10,10,1600,1600,1600,110,10,3404993104,0,1,0
9,86738933374,86739016547,86739018882,86739018902,86744556260,0,1,11,1,11,11,1800,1800,1800,111,11,3405058640,0,1,0
