index,planned_ns,started_ns,prepared_ns,publication_started_ns,completed_ns,checkpoint_confirmed_by_ns,outcome,sequence,epoch,version,proof,value_ms,verified_ms,received_ms,price,quantity,checksum,gap,time_known,seal
0,84938933374,84940181474,0,0,84965847338,84965847338,1,2,1,2,2,1,1,1,102,2,3405517392,0,1,15739329941083173786
1,85138933374,85139085255,0,0,85172899209,85172899209,1,3,1,3,3,200,200,200,103,3,3405582928,0,1,11360549163515820340
2,85338933374,85339090628,0,0,85363119869,85363119869,1,4,1,4,4,400,400,400,104,4,3405386328,0,1,13882734872147665779
3,85538933374,85539051078,0,0,85564555362,85564555362,1,5,1,5,5,600,600,600,105,5,3405451864,0,1,11285214504928271098
4,85738933374,85739146422,0,0,85766466543,85766466543,1,6,1,6,6,800,800,800,106,6,3405255256,0,1,16053459004650634777
5,85938933374,85939116307,0,0,85964282192,85964282192,1,7,1,7,7,1000,1000,1000,107,7,3405320792,0,1,6773743824786951824
6,86138933374,86139047638,0,0,86170048674,86170048674,1,8,1,8,8,1200,1200,1200,108,8,3405124176,0,1,11076928842642903903
7,86338933374,86339209843,0,0,86370794570,86370794570,1,9,1,9,9,1400,1400,1400,109,9,3405189712,0,1,7142343869403189366
8,86538933374,86539146646,0,0,86562880770,86562880770,1,10,1,10,10,1600,1600,1600,110,10,3404993104,0,1,6197908508076442757
9,86738933374,86739105908,0,0,86761954553,86761954553,1,11,1,11,11,1800,1800,1800,111,11,3405058640,0,1,773068371793357788
