sequence,planned_ms,computed_ms,durable_ms
1,0,0.003051,6.60188
2,0,0.003466,6.60188
3,0,0.003753,6.60188
4,0,0.004029,6.60188
5,0,0.004613,6.60188
6,0,0.005205,6.60188
7,0,0.005849,6.60188
8,0,0.00651,6.60188
9,0,6.63682,13.124
10,0,6.63741,13.124
11,0,6.63792,13.124
12,0,6.63834,13.124
13,0,6.63878,13.124
14,0,6.6392,13.124
15,0,6.63966,13.124
16,0,6.6401,13.124
17,0,13.1826,21.9355
18,0,13.1834,21.9355
19,0,13.1842,21.9355
20,0,13.185,21.9355
21,100,100.076,106.836
22,100,100.077,106.836
23,100,100.078,106.836
24,100,100.078,106.836
25,100,100.079,106.836
26,100,100.079,106.836
27,100,100.08,106.836
28,100,100.08,106.836
29,100,106.876,113.613
30,100,106.877,113.613
31,100,106.877,113.613
32,100,106.878,113.613
33,100,106.878,113.613
34,100,106.878,113.613
35,100,106.879,113.613
36,100,106.879,113.613
37,100,113.648,122.536
38,100,113.648,122.536
39,100,113.648,122.536
40,100,113.649,122.536
41,200,202.991,210.19
42,200,202.993,210.19
43,200,202.993,210.19
44,200,202.994,210.19
45,200,202.995,210.19
46,200,202.995,210.19
47,200,202.996,210.19
48,200,202.997,210.19
49,200,210.245,222.455
50,200,210.246,222.455
51,200,210.247,222.455
52,200,210.248,222.455
53,200,210.249,222.455
54,200,210.249,222.455
55,200,210.25,222.455
56,200,210.251,222.455
57,200,222.511,237.892
58,200,222.511,237.892
59,200,222.512,237.892
60,200,222.512,237.892
61,300,300.843,308.861
62,300,300.844,308.861
63,300,300.845,308.861
64,300,300.845,308.861
65,300,300.846,308.861
66,300,300.846,308.861
67,300,300.847,308.861
68,300,300.847,308.861
69,300,308.906,315.317
70,300,308.907,315.317
71,300,308.907,315.317
72,300,308.908,315.317
73,300,308.908,315.317
74,300,308.909,315.317
75,300,308.909,315.317
76,300,308.91,315.317
77,300,315.38,324.317
78,300,315.381,324.317
79,300,315.382,324.317
80,300,315.383,324.317
81,400,402.681,410.249
82,400,402.682,410.249
83,400,402.683,410.249
84,400,402.684,410.249
85,400,402.685,410.249
86,400,402.686,410.249
87,400,402.687,410.249
88,400,402.688,410.249
89,400,410.308,416.812
90,400,410.309,416.812
91,400,410.309,416.812
92,400,410.31,416.812
93,400,410.311,416.812
94,400,410.311,416.812
95,400,410.312,416.812
96,400,410.313,416.812
97,400,416.879,425.675
98,400,416.88,425.675
99,400,416.88,425.675
100,400,416.881,425.675
101,500,500.081,506.777
102,500,500.082,506.777
103,500,500.083,506.777
104,500,500.084,506.777
105,500,500.085,506.777
106,500,500.086,506.777
107,500,500.087,506.777
108,500,500.087,506.777
109,500,506.821,513.411
110,500,506.822,513.411
111,500,506.823,513.411
112,500,506.824,513.411
113,500,506.824,513.411
114,500,506.825,513.411
115,500,506.826,513.411
116,500,506.827,513.411
117,500,513.45,521.902
118,500,513.451,521.902
119,500,513.451,521.902
120,500,513.451,521.902
121,600,600.037,606.857
122,600,600.038,606.857
123,600,600.038,606.857
124,600,600.039,606.857
125,600,600.039,606.857
126,600,600.039,606.857
127,600,600.039,606.857
128,600,600.04,606.857
129,600,606.918,613.413
130,600,606.919,613.413
131,600,606.92,613.413
132,600,606.921,613.413
133,600,606.921,613.413
134,600,606.922,613.413
135,600,606.923,613.413
136,600,606.923,613.413
137,600,613.442,622.118
138,600,613.442,622.118
139,600,613.443,622.118
140,600,613.443,622.118
141,700,700.078,706.914
142,700,700.079,706.914
143,700,700.08,706.914
144,700,700.08,706.914
145,700,700.081,706.914
146,700,700.082,706.914
147,700,700.082,706.914
148,700,700.083,706.914
149,700,706.942,713.471
150,700,706.942,713.471
151,700,706.942,713.471
152,700,706.943,713.471
153,700,706.943,713.471
154,700,706.943,713.471
155,700,706.943,713.471
156,700,706.944,713.471
157,700,713.515,722.172
158,700,713.516,722.172
159,700,713.517,722.172
160,700,713.517,722.172
161,800,800.036,806.847
162,800,800.036,806.847
163,800,800.036,806.847
164,800,800.037,806.847
165,800,800.037,806.847
166,800,800.037,806.847
167,800,800.037,806.847
168,800,800.037,806.847
169,800,806.9,813.406
170,800,806.9,813.406
171,800,806.901,813.406
172,800,806.902,813.406
173,800,806.902,813.406
174,800,806.903,813.406
175,800,806.904,813.406
176,800,806.905,813.406
177,800,813.457,822.129
178,800,813.458,822.129
179,800,813.459,822.129
180,800,813.459,822.129
181,900,900.084,909.575
182,900,900.086,909.575
183,900,900.086,909.575
184,900,900.087,909.575
185,900,900.087,909.575
186,900,900.088,909.575
187,900,900.089,909.575
188,900,900.089,909.575
189,900,909.624,916.059
190,900,909.625,916.059
191,900,909.626,916.059
192,900,909.626,916.059
193,900,909.627,916.059
194,900,909.628,916.059
195,900,909.629,916.059
196,900,909.63,916.059
197,900,916.107,922.459
198,900,916.108,922.459
199,900,916.109,922.459
200,900,916.11,922.459
