index,planned_ns,completed_ns,completed_consumers,expected_consumers,outcome
0,11141222859,11159305342,4,4,1
1,11191222859,11211295032,4,4,1
2,11241222859,11260510701,4,4,1
3,11291222859,11310077265,4,4,1
4,11341222859,11359226632,4,4,1
5,11391222859,11408260771,4,4,1
6,11441222859,11459998536,4,4,1
7,11491222859,11508094238,4,4,1
8,11541222859,11558066106,4,4,1
9,11591222859,11608172992,4,4,1
10,11641222859,11658896570,4,4,1
11,11691222859,11707771042,4,4,1
12,11741222859,11758471149,4,4,1
13,11791222859,11809493072,4,4,1
14,11841222859,11860072492,4,4,1
15,11891222859,11908192284,4,4,1
16,11941222859,11958287071,4,4,1
17,11991222859,12008475085,4,4,1
18,12041222859,12059270601,4,4,1
19,12091222859,12108433190,4,4,1
20,12141222859,12160135744,4,4,1
21,12191222859,12209139885,4,4,1
22,12241222859,12258922905,4,4,1
23,12291222859,12307822277,4,4,1
24,12341222859,12359555651,4,4,1
25,12391222859,12407656283,4,4,1
26,12441222859,12457547564,4,4,1
27,12491222859,12507939955,4,4,1
28,12541222859,12558697801,4,4,1
29,12591222859,12609107703,4,4,1
30,12641222859,12658017865,4,4,1
31,12691222859,12708311680,4,4,1
32,12741222859,12758306175,4,4,1
33,12791222859,12807763980,4,4,1
34,12841222859,12858593356,4,4,1
35,12891222859,12908355096,4,4,1
36,12941222859,12960501615,4,4,1
37,12991222859,13008884333,4,4,1
38,13041222859,13059859767,4,4,1
39,13091222859,13108518122,4,4,1
