index,planned_ns,started_ns,prepared_ns,publication_started_ns,completed_ns,checkpoint_confirmed_by_ns,outcome,sequence,epoch,version,proof,value_ms,verified_ms,received_ms,price,quantity,checksum,gap,time_known,seal
0,11141222859,11141365109,11141367369,11141367389,11144724005,0,1,2,1,2,2,0,0,0,102,2,3405517392,0,1,0
1,11191222859,11191306368,11191308707,11191308727,11193466699,0,1,3,1,3,3,50,50,50,103,3,3405582928,0,1,0
2,11241222859,11241352044,11241354424,11241354444,11243552575,0,1,4,1,4,4,100,100,100,104,4,3405386328,0,1,0
3,11291222859,11291304802,11291307212,11291307232,11293625241,0,1,5,1,5,5,150,150,150,105,5,3405451864,0,1,0
4,11341222859,11341325729,11341328599,11341328629,11343613049,0,1,6,1,6,6,200,200,200,106,6,3405255256,0,1,0
5,11391222859,11391356555,11391359415,11391359445,11392944675,0,1,7,1,7,7,250,250,250,107,7,3405320792,0,1,0
6,11441222859,11441336175,11441340675,11441340695,11442829013,0,1,8,1,8,8,300,300,300,108,8,3405124176,0,1,0
7,11491222859,11491323310,11491327120,11491327150,11492847170,0,1,9,1,9,9,350,350,350,109,9,3405189712,0,1,0
8,11541222859,11541282218,11541284548,11541284568,11542815009,0,1,10,1,10,10,400,400,400,110,10,3404993104,0,1,0
9,11591222859,11591340754,11591342964,11591342984,11592824147,0,1,11,1,11,11,450,450,450,111,11,3405058640,0,1,0
10,11641222859,11641319682,11641325082,11641325102,11642935501,0,1,12,1,12,12,500,500,500,112,12,3404862024,0,1,0
11,11691222859,11691326591,11691329401,11691329431,11692936478,0,1,13,1,13,13,550,550,550,113,13,3404927560,0,1,0
12,11741222859,11741311529,11741314109,11741314129,11742798237,0,1,14,1,14,14,600,600,600,114,14,3404730952,0,1,0
13,11791222859,11791318113,11791320453,11791320473,11792866673,0,1,15,1,15,15,650,650,650,115,15,3404796488,0,1,0
14,11841222859,11841319651,11841321760,11841321780,11842787311,0,1,16,1,16,16,700,700,700,116,16,3404599888,0,1,0
15,11891222859,11891320330,11891356180,11891356230,11892828288,0,1,17,1,17,17,750,750,750,117,17,3404665424,0,1,0
16,11941222859,11941318805,11941321315,11941321335,11942813278,0,1,18,1,18,18,800,800,800,118,18,3404468816,0,1,0
17,11991222859,11991323182,11991325372,11991325392,11992864052,0,1,19,1,19,19,850,850,850,119,19,3404534352,0,1,0
18,12041222859,12041324012,12041326102,12041326122,12042845179,0,1,20,1,20,20,900,900,900,120,20,3404337752,0,1,0
19,12091222859,12091328397,12091330987,12091331017,12092851256,0,1,21,1,21,21,950,950,950,121,21,3404403288,0,1,0
20,12141222859,12141344534,12141346694,12141346714,12142800004,0,1,22,1,22,22,1000,1000,1000,122,22,3404206680,0,1,0
21,12191222859,12191345921,12191349531,12191349561,12192981029,0,1,23,1,23,23,1050,1050,1050,123,23,3404272216,0,1,0
22,12241222859,12241321910,12241324280,12241324300,12242678862,0,1,24,1,24,24,1100,1100,1100,124,24,3404075600,0,1,0
23,12291222859,12291321218,12291323988,12291324018,12292861085,0,1,25,1,25,25,1150,1150,1150,125,25,3404141136,0,1,0
24,12341222859,12341346682,12341349332,12341349352,12342913541,0,1,26,1,26,26,1200,1200,1200,126,26,3403944528,0,1,0
25,12391222859,12391327319,12391332249,12391332269,12392842020,0,1,27,1,27,27,1250,1250,1250,127,27,3404010064,0,1,0
26,12441222859,12441312959,12441315729,12441315759,12442880876,0,1,28,1,28,28,1300,1300,1300,128,28,3403813544,0,1,0
27,12491222859,12491327504,12491329614,12491329634,12492850984,0,1,29,1,29,29,1350,1350,1350,129,29,3403879080,0,1,0
28,12541222859,12541335161,12541338081,12541338111,12542808634,0,1,30,1,30,30,1400,1400,1400,130,30,3403682472,0,1,0
29,12591222859,12591314508,12591317178,12591317208,12592860738,0,1,31,1,31,31,1450,1450,1450,131,31,3403748008,0,1,0
30,12641222859,12641314566,12641317106,12641317126,12642780016,0,1,32,1,32,32,1500,1500,1500,132,32,3403551376,0,1,0
31,12691222859,12691316503,12691323433,12691323463,12692843265,0,1,33,1,33,33,1550,1550,1550,133,33,3403616912,0,1,0
32,12741222859,12741298630,12741301560,12741301580,12742778221,0,1,34,1,34,34,1600,1600,1600,134,34,3403420304,0,1,0
33,12791222859,12791320210,12791322870,12791322890,12792788148,0,1,35,1,35,35,1650,1650,1650,135,35,3403485840,0,1,0
34,12841222859,12841312965,12841316255,12841316275,12842808385,0,1,36,1,36,36,1700,1700,1700,136,36,3403289240,0,1,0
35,12891222859,12891306834,12891309034,12891309054,12892834532,0,1,37,1,37,37,1750,1750,1750,137,37,3403354776,0,1,0
36,12941222859,12941317609,12941320279,12941320299,12942858689,0,1,38,1,38,38,1800,1800,1800,138,38,3403158168,0,1,0
37,12991222859,12991310526,12991312986,12991313016,12992788039,0,1,39,1,39,39,1850,1850,1850,139,39,3403223704,0,1,0
38,13041222859,13041324923,13041327163,13041327183,13042896392,0,1,40,1,40,40,1900,1900,1900,140,40,3403027088,0,1,0
39,13091222859,13091327203,13091329463,13091329483,13092859870,0,1,41,1,41,41,1950,1950,1950,141,41,3403092624,0,1,0
