sequence,planned_ms,computed_ms,durable_ms
1,0,0.001541,6.30661
2,0,6.32143,12.7527
3,0,12.7741,19.2513
4,0,19.2651,25.7964
5,0,25.8108,32.2526
6,0,32.2674,38.5886
7,0,38.6046,45.0787
8,0,45.0931,51.5272
9,0,51.5446,57.9732
10,0,57.9893,64.3223
11,0,64.3375,70.4615
12,0,70.4752,76.8185
13,0,76.8359,86.6247
14,0,86.6417,93.4608
15,0,93.4774,100.104
16,0,100.119,106.198
17,0,106.211,112.81
18,0,112.827,119.238
19,0,119.256,125.711
20,0,125.724,132.216
21,100,132.231,138.77
22,100,138.787,145.151
23,100,145.169,151.765
24,100,151.778,157.932
25,100,157.944,164.213
26,100,164.23,170.726
27,100,170.743,177.115
28,100,177.129,183.651
29,100,183.67,190.031
30,100,190.046,196.406
31,100,196.422,202.923
32,100,202.941,212.693
33,100,212.716,219.416
34,100,219.434,225.717
35,100,225.733,232.135
36,100,232.149,238.618
37,100,238.633,245.089
38,100,245.106,251.465
39,100,251.48,258.034
40,100,258.051,264.458
41,200,264.476,270.882
42,200,270.901,277.122
43,200,277.137,283.655
44,200,283.672,290.205
45,200,290.224,297.348
46,200,297.373,304.901
47,200,304.917,312.423
48,200,312.441,319.867
49,200,319.883,326.504
50,200,326.517,333.072
51,200,333.09,340.785
52,200,340.802,348.936
53,200,348.956,357.448
54,200,357.467,364.9
55,200,364.931,371.344
56,200,371.362,379.76
57,200,379.787,386.782
58,200,386.804,393.847
59,200,393.862,400.445
60,200,400.464,407.066
61,300,407.088,413.783
62,300,413.799,420.191
63,300,420.209,426.673
64,300,426.689,434.601
65,300,434.621,441.262
66,300,441.281,447.897
67,300,447.914,454.301
68,300,454.32,466.592
69,300,466.607,473.441
70,300,473.461,482.48
71,300,482.497,489.11
72,300,489.133,495.727
73,300,495.748,505.048
74,300,505.066,519.898
75,300,519.915,526.494
76,300,526.512,533.196
77,300,533.218,539.944
78,300,539.962,546.335
79,300,546.351,552.954
80,300,552.972,559.407
81,400,559.425,566.491
82,400,566.507,573.205
83,400,573.222,579.925
84,400,579.944,586.51
85,400,586.527,593.282
86,400,593.295,599.952
87,400,599.972,606.906
88,400,606.922,615.46
89,400,615.477,622.254
90,400,622.269,628.927
91,400,628.943,635.891
92,400,635.906,642.533
93,400,642.552,649.252
94,400,649.27,655.624
95,400,655.636,662.396
96,400,662.417,669.175
97,400,669.195,675.936
98,400,675.954,682.74
99,400,682.753,689.432
100,400,689.444,696.147
101,500,696.162,702.837
102,500,702.853,709.251
103,500,709.268,716.304
104,500,716.323,722.949
105,500,722.963,729.56
106,500,729.576,735.98
107,500,735.994,742.594
108,500,742.607,749.151
109,500,749.169,755.721
110,500,755.737,765.155
111,500,765.171,774.039
112,500,774.055,783.47
113,500,783.487,792.463
114,500,792.48,799.764
115,500,799.781,806.237
116,500,806.254,817.457
117,500,817.474,824.181
118,500,824.199,830.698
119,500,830.717,837.341
120,500,837.357,844.018
121,600,844.037,850.854
122,600,850.873,857.955
123,600,857.981,864.805
124,600,864.825,871.296
125,600,871.308,877.766
126,600,877.78,884.526
127,600,884.542,891.127
128,600,891.141,897.742
129,600,897.756,904.356
130,600,904.38,910.66
131,600,910.677,917.115
132,600,917.156,924.043
133,600,924.063,930.725
134,600,930.742,937.337
135,600,937.352,944.085
136,600,944.099,950.795
137,600,950.815,957.698
138,600,957.712,964.306
139,600,964.321,971.035
140,600,971.05,977.505
141,700,977.543,984.349
142,700,984.373,991.456
143,700,991.473,997.979
144,700,997.994,1004.2
145,700,1004.22,1010.73
146,700,1010.74,1017.15
147,700,1017.17,1023.77
148,700,1023.78,1030.09
149,700,1030.1,1036.6
150,700,1036.62,1043.28
151,700,1043.3,1049.76
152,700,1049.79,1056.54
153,700,1056.56,1063.11
154,700,1063.12,1069.58
155,700,1069.59,1076.21
156,700,1076.23,1082.9
157,700,1082.91,1089.36
158,700,1089.39,1096.2
159,700,1096.21,1102.89
160,700,1102.9,1109.66
161,800,1109.67,1116.3
162,800,1116.32,1122.84
163,800,1122.86,1129.12
164,800,1129.13,1135.46
165,800,1135.48,1141.9
166,800,1141.92,1148.38
167,800,1148.39,1154.93
168,800,1154.95,1161.65
169,800,1161.66,1168.18
170,800,1168.19,1174.59
171,800,1174.6,1181.12
172,800,1181.14,1187.76
173,800,1187.77,1194.43
174,800,1194.45,1201.11
175,800,1201.12,1207.68
176,800,1207.7,1214.3
177,800,1214.32,1221.12
178,800,1221.13,1227.43
179,800,1227.45,1233.99
180,800,1234.01,1240.41
181,900,1240.43,1246.92
182,900,1246.94,1253.51
183,900,1253.53,1260.08
184,900,1260.1,1266.92
185,900,1266.94,1273.34
186,900,1273.36,1279.97
187,900,1279.98,1286.57
188,900,1286.58,1293.42
189,900,1293.43,1299.8
190,900,1299.81,1306.34
191,900,1306.36,1313.33
192,900,1313.38,1320
193,900,1320.02,1326.88
194,900,1326.89,1334.47
195,900,1334.48,1340.82
196,900,1340.83,1347.27
197,900,1347.29,1353.73
198,900,1353.75,1360.38
199,900,1360.4,1366.81
200,900,1366.83,1373.28
