sequence,planned_ms,computed_ms,durable_ms
1,0,0.003161,6.46153
2,0,6.4845,13.1342
3,0,13.1475,19.6955
4,0,19.7104,26.334
5,0,26.3509,32.8757
6,0,32.8933,39.4942
7,0,39.5121,46.0415
8,0,46.0609,52.9052
9,0,52.9216,59.4747
10,0,59.4924,66.56
11,0,66.5774,73.4027
12,0,73.4184,79.9572
13,0,79.9706,91.9253
14,0,91.9412,104.195
15,0,104.212,110.62
16,0,110.633,117.421
17,0,117.438,125.521
18,0,125.541,132.122
19,0,132.14,138.584
20,0,138.602,144.923
21,100,144.941,151.427
22,100,151.442,159.345
23,100,159.365,165.944
24,100,165.966,172.602
25,100,172.623,179.581
26,100,179.595,185.912
27,100,185.931,192.503
28,100,192.526,199.355
29,100,199.38,206.224
30,100,206.249,212.779
31,100,212.797,219.328
32,100,219.347,226.024
33,100,226.045,232.519
34,100,232.538,239.23
35,100,239.249,246.018
36,100,246.032,252.579
37,100,252.603,259.193
38,100,259.207,265.647
39,100,265.665,271.928
40,100,271.948,278.451
41,200,278.471,285.211
42,200,285.236,291.935
43,200,291.956,298.501
44,200,298.522,310.194
45,200,310.214,321.328
46,200,321.346,332.102
47,200,332.126,341.93
48,200,341.949,348.469
49,200,348.488,354.911
50,200,354.927,361.507
51,200,361.527,368.192
52,200,368.21,376.974
53,200,376.996,392.791
54,200,392.812,403.246
55,200,403.265,409.584
56,200,409.608,416.041
57,200,416.062,427.324
58,200,427.35,434.62
59,200,434.641,441.354
60,200,441.372,447.932
61,300,447.951,454.642
62,300,454.662,461.12
63,300,461.143,467.802
64,300,467.822,478.112
65,300,478.132,484.534
66,300,484.557,494.229
67,300,494.249,500.826
68,300,500.86,507.649
69,300,507.672,514.334
70,300,514.356,520.704
71,300,520.724,527.352
72,300,527.377,534.14
73,300,534.162,543.93
74,300,543.951,555.925
75,300,555.945,569.933
76,300,569.952,576.938
77,300,576.957,583.53
78,300,583.55,589.934
79,300,589.953,596.528
80,300,596.547,603.053
81,400,603.073,614.976
82,400,614.998,624.954
83,400,624.978,634.095
84,400,634.113,642.051
85,400,642.07,651.385
86,400,651.407,659.943
87,400,659.962,669.317
88,400,669.338,676.881
89,400,676.905,683.552
90,400,683.573,690.491
91,400,690.51,698.928
92,400,698.946,705.628
93,400,705.649,712.278
94,400,712.294,718.546
95,400,718.566,725.056
96,400,725.077,731.575
97,400,731.601,738.547
98,400,738.582,745.471
99,400,745.491,752.678
100,400,752.701,759.229
101,500,759.244,765.797
102,500,765.817,772.359
103,500,772.375,778.902
104,500,778.922,785.932
105,500,785.957,792.616
106,500,792.632,799.23
107,500,799.247,806.182
108,500,806.205,813.108
109,500,813.137,819.94
110,500,819.962,826.395
111,500,826.411,833.084
112,500,833.1,842.924
113,500,842.944,849.455
114,500,849.473,855.964
115,500,855.984,862.741
116,500,862.755,869.381
117,500,869.402,875.945
118,500,875.959,882.442
119,500,882.455,888.872
120,500,888.887,895.518
121,600,895.537,902.014
122,600,902.034,908.547
123,600,908.568,915.181
124,600,915.201,922.072
125,600,922.09,928.769
126,600,928.786,935.393
127,600,935.412,942.067
128,600,942.087,948.547
129,600,948.562,955.115
130,600,955.133,961.534
131,600,961.548,967.927
132,600,967.94,975.266
133,600,975.281,981.861
134,600,981.876,988.72
135,600,988.74,995.465
136,600,995.483,1002.03
137,600,1002.04,1008.79
138,600,1008.8,1016.08
139,600,1016.1,1022.95
140,600,1022.97,1029.46
141,700,1029.47,1035.81
142,700,1035.83,1042.46
143,700,1042.48,1049.16
144,700,1049.18,1056.13
145,700,1056.14,1062.55
146,700,1062.56,1069.23
147,700,1069.24,1075.85
148,700,1075.89,1082.46
149,700,1082.48,1088.91
150,700,1088.92,1095.43
151,700,1095.44,1102
152,700,1102.02,1108.83
153,700,1108.86,1115.34
154,700,1115.35,1121.86
155,700,1121.88,1128.56
156,700,1128.59,1135.28
157,700,1135.3,1142.13
158,700,1142.14,1148.77
159,700,1148.79,1155.3
160,700,1155.32,1161.87
161,800,1161.9,1168.62
162,800,1168.63,1175.45
163,800,1175.47,1182.03
164,800,1182.04,1188.7
165,800,1188.72,1195.58
166,800,1195.6,1202.34
167,800,1202.36,1209.05
168,800,1209.07,1218.79
169,800,1218.8,1225.68
170,800,1225.7,1232.49
171,800,1232.51,1239.24
172,800,1239.26,1245.93
173,800,1245.95,1252.32
174,800,1252.33,1259.08
175,800,1259.1,1265.86
176,800,1265.88,1272.63
177,800,1272.65,1279.12
178,800,1279.14,1285.54
179,800,1285.56,1292.06
180,800,1292.08,1298.61
181,900,1298.63,1305.12
182,900,1305.13,1311.58
183,900,1311.6,1317.96
184,900,1317.97,1324.43
185,900,1324.45,1330.95
186,900,1330.96,1337.63
187,900,1337.64,1344.21
188,900,1344.23,1350.85
189,900,1350.87,1357.54
190,900,1357.56,1364.21
191,900,1364.23,1371.13
192,900,1371.14,1377.62
193,900,1377.64,1384.05
194,900,1384.06,1391.18
195,900,1391.2,1397.87
196,900,1397.88,1404.55
197,900,1404.57,1410.8
198,900,1410.82,1417.39
199,900,1417.41,1424.05
200,900,1424.06,1430.65
