sequence,planned_ms,computed_ms,durable_ms
1,0,0.001859,6.50563
2,0,0.002606,6.50563
3,0,0.003216,6.50563
4,0,0.00383,6.50563
5,0,0.00446,6.50563
6,0,0.005085,6.50563
7,0,0.005671,6.50563
8,0,0.006253,6.50563
9,0,6.53513,13.2574
10,0,6.53588,13.2574
11,0,6.53617,13.2574
12,0,6.53645,13.2574
13,0,6.53671,13.2574
14,0,6.53697,13.2574
15,0,6.53723,13.2574
16,0,6.53752,13.2574
17,0,13.2804,21.9
18,0,13.2807,21.9
19,0,13.2809,21.9
20,0,13.2811,21.9
21,100,100.073,106.65
22,100,100.074,106.65
23,100,100.074,106.65
24,100,100.074,106.65
25,100,100.074,106.65
26,100,100.074,106.65
27,100,100.074,106.65
28,100,100.075,106.65
29,100,106.687,113.426
30,100,106.688,113.426
31,100,106.688,113.426
32,100,106.688,113.426
33,100,106.689,113.426
34,100,106.689,113.426
35,100,106.689,113.426
36,100,106.689,113.426
37,100,113.453,122.107
38,100,113.453,122.107
39,100,113.453,122.107
40,100,113.454,122.107
41,200,200.069,206.942
42,200,200.069,206.942
43,200,200.069,206.942
44,200,200.07,206.942
45,200,200.07,206.942
46,200,200.07,206.942
47,200,200.07,206.942
48,200,200.07,206.942
49,200,206.968,216.093
50,200,206.968,216.093
51,200,206.969,216.093
52,200,206.969,216.093
53,200,206.969,216.093
54,200,206.969,216.093
55,200,206.969,216.093
56,200,206.969,216.093
57,200,216.131,226.301
58,200,216.131,226.301
59,200,216.131,226.301
60,200,216.132,226.301
61,300,300.113,307.113
62,300,300.113,307.113
63,300,300.114,307.113
64,300,300.114,307.113
65,300,300.114,307.113
66,300,300.114,307.113
67,300,300.114,307.113
68,300,300.115,307.113
69,300,307.147,313.826
70,300,307.148,313.826
71,300,307.148,313.826
72,300,307.148,313.826
73,300,307.148,313.826
74,300,307.149,313.826
75,300,307.149,313.826
76,300,307.149,313.826
77,300,313.875,322.433
78,300,313.875,322.433
79,300,313.876,322.433
80,300,313.876,322.433
81,400,400.094,406.621
82,400,400.094,406.621
83,400,400.095,406.621
84,400,400.095,406.621
85,400,400.095,406.621
86,400,400.095,406.621
87,400,400.095,406.621
88,400,400.095,406.621
89,400,406.656,413.345
90,400,406.657,413.345
91,400,406.657,413.345
92,400,406.657,413.345
93,400,406.657,413.345
94,400,406.658,413.345
95,400,406.658,413.345
96,400,406.658,413.345
97,400,413.388,422.164
98,400,413.388,422.164
99,400,413.389,422.164
100,400,413.389,422.164
101,500,500.077,506.816
102,500,500.077,506.816
103,500,500.078,506.816
104,500,500.079,506.816
105,500,500.079,506.816
106,500,500.08,506.816
107,500,500.081,506.816
108,500,500.081,506.816
109,500,506.877,515.459
110,500,506.877,515.459
111,500,506.878,515.459
112,500,506.878,515.459
113,500,506.879,515.459
114,500,506.88,515.459
115,500,506.88,515.459
116,500,506.881,515.459
117,500,515.503,524.218
118,500,515.504,524.218
119,500,515.504,524.218
120,500,515.505,524.218
121,600,600.07,606.625
122,600,600.07,606.625
123,600,600.071,606.625
124,600,600.071,606.625
125,600,600.071,606.625
126,600,600.071,606.625
127,600,600.072,606.625
128,600,600.072,606.625
129,600,606.666,613.43
130,600,606.667,613.43
131,600,606.668,613.43
132,600,606.668,613.43
133,600,606.669,613.43
134,600,606.669,613.43
135,600,606.67,613.43
136,600,606.67,613.43
137,600,613.46,622.01
138,600,613.46,622.01
139,600,613.46,622.01
140,600,613.46,622.01
141,700,700.141,711.148
142,700,700.142,711.148
143,700,700.142,711.148
144,700,700.142,711.148
145,700,700.143,711.148
146,700,700.143,711.148
147,700,700.143,711.148
148,700,700.144,711.148
149,700,711.185,719.955
150,700,711.186,719.955
151,700,711.186,719.955
152,700,711.187,719.955
153,700,711.187,719.955
154,700,711.188,719.955
155,700,711.188,719.955
156,700,711.189,719.955
157,700,719.999,729.603
158,700,719.999,729.603
159,700,720,729.603
160,700,720,729.603
161,800,802.885,811.435
162,800,802.886,811.435
163,800,802.886,811.435
164,800,802.887,811.435
165,800,802.887,811.435
166,800,802.888,811.435
167,800,802.888,811.435
168,800,802.889,811.435
169,800,811.493,821.084
170,800,811.494,821.084
171,800,811.494,821.084
172,800,811.494,821.084
173,800,811.495,821.084
174,800,811.496,821.084
175,800,811.496,821.084
176,800,811.497,821.084
177,800,821.127,829.951
178,800,821.128,829.951
179,800,821.129,829.951
180,800,821.129,829.951
181,900,900.071,906.615
182,900,900.071,906.615
183,900,900.072,906.615
184,900,900.072,906.615
185,900,900.072,906.615
186,900,900.072,906.615
187,900,900.073,906.615
188,900,900.073,906.615
189,900,906.644,913.15
190,900,906.645,913.15
191,900,906.645,913.15
192,900,906.645,913.15
193,900,906.645,913.15
194,900,906.646,913.15
195,900,906.646,913.15
196,900,906.646,913.15
197,900,913.181,919.895
198,900,913.181,919.895
199,900,913.181,919.895
200,900,913.181,919.895
