index,planned_ns,started_ns,prepared_ns,publication_started_ns,completed_ns,checkpoint_confirmed_by_ns,outcome,sequence,epoch,version,proof,value_ms,verified_ms,received_ms,price,quantity,checksum,gap,time_known,seal
0,25203966377,25205209777,0,0,25222919255,25222919255,1,2,1,2,2,1,1,1,102,2,3405517392,0,1,15739329941083173786
1,25403966377,25404820852,0,0,25422967929,25422967929,1,3,1,3,3,200,200,200,103,3,3405582928,0,1,11360549163515820340
2,25603966377,25604220164,0,0,25622141897,25622141897,1,4,1,4,4,400,400,400,104,4,3405386328,0,1,13882734872147665779
3,25803966377,25804204573,0,0,25821454932,25821454932,1,5,1,5,5,600,600,600,105,5,3405451864,0,1,11285214504928271098
4,26003966377,26004204847,0,0,26020660017,26020660017,1,6,1,6,6,800,800,800,106,6,3405255256,0,1,16053459004650634777
5,26203966377,26204141732,0,0,26221020198,26221020198,1,7,1,7,7,1000,1000,1000,107,7,3405320792,0,1,6773743824786951824
6,26403966377,26404130488,0,0,26422285740,26422285740,1,8,1,8,8,1200,1200,1200,108,8,3405124176,0,1,11076928842642903903
7,26603966377,26604153487,0,0,26620343219,26620343219,1,9,1,9,9,1400,1400,1400,109,9,3405189712,0,1,7142343869403189366
8,26803966377,26804126257,0,0,26824267573,26824267573,1,10,1,10,10,1600,1600,1600,110,10,3404993104,0,1,6197908508076442757
9,27003966377,27004114422,0,0,27020441635,27020441635,1,11,1,11,11,1800,1800,1800,111,11,3405058640,0,1,773068371793357788
