sequence,planned_ms,computed_ms,durable_ms
1,0,0.002769,6.54443
2,0,6.57514,13.0308
3,0,13.0442,19.2495
4,0,19.2691,26.0193
5,0,26.0394,35.4586
6,0,35.4809,44.4108
7,0,44.4295,54.2292
8,0,54.2479,64.9938
9,0,65.0122,76.6912
10,0,76.7166,85.6484
11,0,85.6691,94.4303
12,0,94.4507,101.124
13,0,101.145,109.91
14,0,109.931,119.5
15,0,119.52,128.592
16,0,128.611,135.836
17,0,135.851,142.294
18,0,142.316,150.488
19,0,150.508,157.537
20,0,157.555,175.471
21,100,175.491,185.576
22,100,185.595,195.518
23,100,195.537,206.379
24,100,206.399,213.286
25,100,213.306,219.866
26,100,219.886,226.509
27,100,226.529,233.104
28,100,233.124,239.77
29,100,239.789,246.346
30,100,246.382,252.846
31,100,252.869,259.437
32,100,259.459,266.112
33,100,266.132,272.696
34,100,272.72,279.473
35,100,279.512,286.366
36,100,286.401,293.192
37,100,293.223,299.698
38,100,299.718,306.219
39,100,306.239,312.653
40,100,312.673,319.406
41,200,319.425,325.773
42,200,325.796,332.441
43,200,332.464,339.149
44,200,339.172,346.874
45,200,346.897,360.464
46,200,360.485,371.17
47,200,371.195,380.48
48,200,380.502,390.53
49,200,390.551,401.532
50,200,401.566,418.476
51,200,418.496,431.48
52,200,431.504,439.043
53,200,439.065,445.775
54,200,445.798,452.39
55,200,452.412,460.181
56,200,460.205,474.365
57,200,474.4,484.5
58,200,484.52,493.5
59,200,493.523,500.649
60,200,500.67,511.986
61,300,512.006,518.754
62,300,518.775,525.773
63,300,525.801,532.914
64,300,532.934,540.975
65,300,540.992,547.717
66,300,547.74,554.489
67,300,554.511,563.401
68,300,563.423,570.342
69,300,570.381,577.822
70,300,577.842,584.276
71,300,584.296,590.819
72,300,590.839,597.513
73,300,597.535,604.207
74,300,604.232,611.133
75,300,611.154,617.625
76,300,617.645,624.428
77,300,624.45,631.21
78,300,631.226,638.203
79,300,638.225,645.113
80,300,645.128,651.695
81,400,651.716,658.36
82,400,658.392,665.363
83,400,665.405,672.383
84,400,672.406,679.288
85,400,679.317,686.011
86,400,686.028,692.432
87,400,692.448,699.288
88,400,699.304,706.266
89,400,706.293,712.95
90,400,712.97,719.415
91,400,719.43,726.15
92,400,726.165,733.072
93,400,733.088,739.861
94,400,739.886,746.876
95,400,746.894,753.622
96,400,753.637,760.269
97,400,760.289,767.19
98,400,767.21,773.993
99,400,774.011,780.647
100,400,780.668,787.39
101,500,787.41,794.02
102,500,794.036,800.255
103,500,800.271,806.928
104,500,806.947,813.775
105,500,813.79,820.525
106,500,820.539,827.327
107,500,827.343,834.113
108,500,834.128,840.907
109,500,840.927,847.836
110,500,847.852,854.535
111,500,854.552,861.204
112,500,861.222,867.594
113,500,867.611,874.222
114,500,874.242,880.75
115,500,880.765,887.339
116,500,887.353,893.921
117,500,893.934,900.572
118,500,900.59,906.995
119,500,907.014,913.742
120,500,913.761,920.443
121,600,920.462,927.115
122,600,927.132,933.735
123,600,933.752,940.533
124,600,940.551,947.641
125,600,947.661,954.517
126,600,954.534,961.432
127,600,961.446,967.98
128,600,967.993,974.578
129,600,974.607,981.431
130,600,981.458,988.096
131,600,988.113,994.657
132,600,994.673,1001.16
133,600,1001.17,1007.83
134,600,1007.85,1014.68
135,600,1014.69,1021.39
136,600,1021.4,1028.21
137,600,1028.23,1035.21
138,600,1035.23,1042.06
139,600,1042.08,1048.81
140,600,1048.83,1055.51
141,700,1055.52,1062.02
142,700,1062.03,1068.63
143,700,1068.65,1075.13
144,700,1075.15,1081.64
145,700,1081.65,1088.31
146,700,1088.33,1094.94
147,700,1094.97,1101.66
148,700,1101.68,1108.43
149,700,1108.45,1115.28
150,700,1115.31,1121.91
151,700,1121.93,1128.61
152,700,1128.62,1135.17
153,700,1135.19,1141.79
154,700,1141.81,1148.5
155,700,1148.52,1158.53
156,700,1158.55,1167.49
157,700,1167.51,1177.44
158,700,1177.46,1184.45
159,700,1184.47,1191.47
160,700,1191.49,1198.18
161,800,1198.21,1204.83
162,800,1204.85,1211.54
163,800,1211.56,1218.27
164,800,1218.29,1225.14
165,800,1225.16,1231.64
166,800,1231.66,1238.24
167,800,1238.26,1245.02
168,800,1245.04,1251.44
169,800,1251.46,1258.2
170,800,1258.22,1267.69
171,800,1267.71,1282.72
172,800,1282.74,1289.5
173,800,1289.51,1296.25
174,800,1296.27,1302.88
175,800,1302.9,1309.64
176,800,1309.66,1316.08
177,800,1316.1,1325.46
178,800,1325.48,1332.72
179,800,1332.73,1340.97
180,800,1340.99,1347.95
181,900,1347.97,1355.12
182,900,1355.14,1361.82
183,900,1361.84,1368.36
184,900,1368.39,1375.04
185,900,1375.06,1381.68
186,900,1381.7,1388.3
187,900,1388.31,1394.9
188,900,1394.91,1401.42
189,900,1401.43,1408.33
190,900,1408.35,1414.97
191,900,1414.99,1421.64
192,900,1421.66,1428.27
193,900,1428.28,1434.96
194,900,1434.98,1441.66
195,900,1441.68,1448.35
196,900,1448.38,1455.27
197,900,1455.28,1461.97
198,900,1461.99,1468.36
199,900,1468.39,1474.91
200,900,1474.93,1481.39
