sequence,planned_ms,computed_ms,durable_ms
1,0,0.001011,6.80821
2,0,6.82187,13.46
3,0,13.4745,20.3437
4,0,20.3528,27.1383
5,0,27.1499,33.59
6,0,33.6072,40.4487
7,0,40.4661,47.7505
8,0,47.7658,54.3204
9,0,54.3347,61.1114
10,0,61.124,67.6454
11,0,67.6554,74.208
12,0,74.2185,80.69
13,0,80.6965,87.0627
14,0,87.0731,93.4749
15,0,93.4874,100.015
16,0,100.032,106.627
17,0,106.641,113.156
18,0,113.171,119.542
19,0,119.553,125.872
20,0,125.887,132.426
21,100,132.443,139.157
22,100,139.175,146.102
23,100,146.118,152.483
24,100,152.498,158.822
25,100,158.839,165.305
26,100,165.322,171.669
27,100,171.687,178.194
28,100,178.209,184.597
29,100,184.614,198.47
30,100,198.488,214.609
31,100,214.625,221.691
32,100,221.712,228.218
33,100,228.237,234.82
34,100,234.839,241.42
35,100,241.437,248.09
36,100,248.103,254.717
37,100,254.736,261.035
38,100,261.053,267.525
39,100,267.55,273.967
40,100,273.981,280.637
41,200,280.656,287.366
42,200,287.384,293.973
43,200,293.991,300.499
44,200,300.512,306.9
45,200,306.916,313.513
46,200,313.548,320.216
47,200,320.232,326.582
48,200,326.598,333.021
49,200,333.038,339.358
50,200,339.378,345.774
51,200,345.791,352.142
52,200,352.155,358.559
53,200,358.575,365.136
54,200,365.154,371.738
55,200,371.757,378.411
56,200,378.429,385.116
57,200,385.133,391.616
58,200,391.633,403.601
59,200,403.619,411.613
60,200,411.626,418.338
61,300,418.356,424.706
62,300,424.723,431.227
63,300,431.244,438.008
64,300,438.027,451.638
65,300,451.657,465.908
66,300,465.926,477.143
67,300,477.159,484.008
68,300,484.027,490.746
69,300,490.769,497.565
70,300,497.584,504.09
71,300,504.109,510.745
72,300,510.765,517.448
73,300,517.491,524.378
74,300,524.391,530.894
75,300,530.911,537.541
76,300,537.558,544.031
77,300,544.049,550.547
78,300,550.566,557.084
79,300,557.103,563.822
80,300,563.841,570.42
81,400,570.44,576.977
82,400,576.994,583.202
83,400,583.216,589.676
84,400,589.697,596.225
85,400,596.243,602.881
86,400,602.898,609.328
87,400,609.345,615.722
88,400,615.737,622.238
89,400,622.26,628.813
90,400,628.838,635.406
91,400,635.419,641.896
92,400,641.909,648.537
93,400,648.555,655.245
94,400,655.264,661.919
95,400,661.938,668.282
96,400,668.297,674.683
97,400,674.697,681.113
98,400,681.124,687.65
99,400,687.664,694.125
100,400,694.138,701.174
101,500,701.188,707.586
102,500,707.599,714.037
103,500,714.048,720.418
104,500,720.431,735.458
105,500,735.477,744.802
106,500,744.818,751.341
107,500,751.363,757.789
108,500,757.811,764.119
109,500,764.138,770.883
110,500,770.899,777.39
111,500,777.405,783.905
112,500,783.919,790.387
113,500,790.401,796.843
114,500,796.864,803.422
115,500,803.441,810.14
116,500,810.156,816.314
117,500,816.327,822.853
118,500,822.867,829.437
119,500,829.45,836.124
120,500,836.133,842.396
121,600,842.407,848.794
122,600,848.807,855.342
123,600,855.355,861.957
124,600,861.971,868.388
125,600,868.402,874.994
126,600,875.01,881.463
127,600,881.477,887.796
128,600,887.812,894.47
129,600,894.492,901.242
130,600,901.26,907.873
131,600,907.888,914.427
132,600,914.443,924.242
133,600,924.257,930.826
134,600,930.844,937.246
135,600,937.264,943.675
136,600,943.69,950.161
137,600,950.176,956.524
138,600,956.555,963.021
139,600,963.036,969.404
140,600,969.421,975.581
141,700,975.597,981.891
142,700,981.91,988.126
143,700,988.139,994.732
144,700,994.745,1001.16
145,700,1001.17,1007.24
146,700,1007.25,1013.38
147,700,1013.4,1019.97
148,700,1019.99,1026.35
149,700,1026.36,1032.99
150,700,1033,1039.26
151,700,1039.28,1045.6
152,700,1045.61,1051.81
153,700,1051.83,1058.33
154,700,1058.35,1064.68
155,700,1064.69,1070.86
156,700,1070.88,1077.24
157,700,1077.25,1083.86
158,700,1083.87,1090.34
159,700,1090.35,1096.81
160,700,1096.82,1103.31
161,800,1103.31,1109.41
162,800,1109.42,1115.94
163,800,1115.96,1122.6
164,800,1122.65,1129.25
165,800,1129.27,1135.73
166,800,1135.75,1145.33
167,800,1145.34,1151.86
168,800,1151.88,1158.45
169,800,1158.46,1164.91
170,800,1164.93,1171.41
171,800,1171.43,1177.8
172,800,1177.82,1192.64
173,800,1192.66,1205.6
174,800,1205.62,1212.24
175,800,1212.26,1218.66
176,800,1218.67,1225.09
177,800,1225.11,1231.54
178,800,1231.55,1238.46
179,800,1238.48,1245.1
180,800,1245.11,1251.39
181,900,1251.41,1257.94
182,900,1257.95,1264.42
183,900,1264.43,1270.84
184,900,1270.86,1277.43
185,900,1277.45,1283.83
186,900,1283.85,1290.35
187,900,1290.37,1296.77
188,900,1296.79,1303.2
189,900,1303.22,1309.61
190,900,1309.63,1316.25
191,900,1316.26,1322.69
192,900,1322.71,1329.21
193,900,1329.22,1337.78
194,900,1337.8,1344.17
195,900,1344.19,1352.49
196,900,1352.51,1358.95
197,900,1358.96,1368.52
198,900,1368.55,1375.02
199,900,1375.03,1381.32
200,900,1381.33,1387.63
