sequence,planned_ms,computed_ms,durable_ms
1,0,0.001596,6.32387
2,0,0.002235,6.32387
3,0,0.003016,6.32387
4,0,0.003554,6.32387
5,0,0.004332,6.32387
6,0,0.004585,6.32387
7,0,0.005056,6.32387
8,0,0.005491,6.32387
9,0,6.36236,12.8382
10,0,6.36278,12.8382
11,0,6.36308,12.8382
12,0,6.36339,12.8382
13,0,6.36365,12.8382
14,0,6.36392,12.8382
15,0,6.36416,12.8382
16,0,6.36441,12.8382
17,0,12.8839,21.4699
18,0,12.8843,21.4699
19,0,12.8845,21.4699
20,0,12.8847,21.4699
21,100,100.073,106.718
22,100,100.073,106.718
23,100,100.073,106.718
24,100,100.073,106.718
25,100,100.074,106.718
26,100,100.074,106.718
27,100,100.074,106.718
28,100,100.074,106.718
29,100,106.782,113.573
30,100,106.783,113.573
31,100,106.783,113.573
32,100,106.784,113.573
33,100,106.784,113.573
34,100,106.785,113.573
35,100,106.785,113.573
36,100,106.786,113.573
37,100,113.622,121.99
38,100,113.622,121.99
39,100,113.623,121.99
40,100,113.623,121.99
41,200,200.081,206.747
42,200,200.081,206.747
43,200,200.082,206.747
44,200,200.083,206.747
45,200,200.083,206.747
46,200,200.083,206.747
47,200,200.084,206.747
48,200,200.084,206.747
49,200,206.787,213.255
50,200,206.787,213.255
51,200,206.788,213.255
52,200,206.788,213.255
53,200,206.788,213.255
54,200,206.788,213.255
55,200,206.788,213.255
56,200,206.789,213.255
57,200,213.292,221.984
58,200,213.293,221.984
59,200,213.294,221.984
60,200,213.294,221.984
61,300,300.078,306.627
62,300,300.078,306.627
63,300,300.079,306.627
64,300,300.079,306.627
65,300,300.079,306.627
66,300,300.08,306.627
67,300,300.08,306.627
68,300,300.08,306.627
69,300,306.678,313.448
70,300,306.679,313.448
71,300,306.679,313.448
72,300,306.68,313.448
73,300,306.681,313.448
74,300,306.681,313.448
75,300,306.682,313.448
76,300,306.683,313.448
77,300,313.499,325.6
78,300,313.5,325.6
79,300,313.5,325.6
80,300,313.501,325.6
81,400,400.102,406.437
82,400,400.103,406.437
83,400,400.103,406.437
84,400,400.103,406.437
85,400,400.103,406.437
86,400,400.104,406.437
87,400,400.104,406.437
88,400,400.104,406.437
89,400,406.469,413.021
90,400,406.469,413.021
91,400,406.47,413.021
92,400,406.47,413.021
93,400,406.47,413.021
94,400,406.47,413.021
95,400,406.471,413.021
96,400,406.471,413.021
97,400,413.064,421.668
98,400,413.065,421.668
99,400,413.065,421.668
100,400,413.066,421.668
101,500,500.075,506.617
102,500,500.075,506.617
103,500,500.076,506.617
104,500,500.077,506.617
105,500,500.077,506.617
106,500,500.078,506.617
107,500,500.078,506.617
108,500,500.079,506.617
109,500,506.654,513.072
110,500,506.655,513.072
111,500,506.655,513.072
112,500,506.656,513.072
113,500,506.657,513.072
114,500,506.657,513.072
115,500,506.658,513.072
116,500,506.658,513.072
117,500,513.117,521.608
118,500,513.118,521.608
119,500,513.118,521.608
120,500,513.119,521.608
121,600,600.071,606.71
122,600,600.072,606.71
123,600,600.073,606.71
124,600,600.073,606.71
125,600,600.074,606.71
126,600,600.074,606.71
127,600,600.075,606.71
128,600,600.075,606.71
129,600,606.735,613.797
130,600,606.736,613.797
131,600,606.736,613.797
132,600,606.736,613.797
133,600,606.736,613.797
134,600,606.736,613.797
135,600,606.737,613.797
136,600,606.737,613.797
137,600,613.839,622.68
138,600,613.84,622.68
139,600,613.84,622.68
140,600,613.841,622.68
141,700,700.069,706.587
142,700,700.07,706.587
143,700,700.07,706.587
144,700,700.07,706.587
145,700,700.07,706.587
146,700,700.07,706.587
147,700,700.071,706.587
148,700,700.071,706.587
149,700,706.612,713.155
150,700,706.612,713.155
151,700,706.612,713.155
152,700,706.612,713.155
153,700,706.612,713.155
154,700,706.613,713.155
155,700,706.613,713.155
156,700,706.613,713.155
157,700,713.182,721.64
158,700,713.182,721.64
159,700,713.182,721.64
160,700,713.182,721.64
161,800,800.071,807.46
162,800,800.072,807.46
163,800,800.072,807.46
164,800,800.073,807.46
165,800,800.073,807.46
166,800,800.073,807.46
167,800,800.074,807.46
168,800,800.074,807.46
169,800,807.498,813.803
170,800,807.498,813.803
171,800,807.498,813.803
172,800,807.499,813.803
173,800,807.499,813.803
174,800,807.5,813.803
175,800,807.5,813.803
176,800,807.5,813.803
177,800,813.854,822.445
178,800,813.855,822.445
179,800,813.855,822.445
180,800,813.856,822.445
181,900,900.104,906.543
182,900,900.104,906.543
183,900,900.104,906.543
184,900,900.104,906.543
185,900,900.105,906.543
186,900,900.105,906.543
187,900,900.105,906.543
188,900,900.105,906.543
189,900,906.577,913.556
190,900,906.577,913.556
191,900,906.578,913.556
192,900,906.578,913.556
193,900,906.578,913.556
194,900,906.578,913.556
195,900,906.579,913.556
196,900,906.579,913.556
197,900,913.591,920.104
198,900,913.591,920.104
199,900,913.591,920.104
200,900,913.592,920.104
