index,planned_ns,completed_ns,completed_consumers,expected_consumers,outcome
176,227106680392,227335054579,1,1,1
177,227111680392,227341509589,1,1,1
178,227116680392,227348067556,1,1,1
179,227121680392,227353442036,1,1,1
180,227126680392,227359431851,1,1,1
181,227131680392,227365170175,1,1,1
182,227136680392,227371177262,1,1,1
183,227141680392,227377989924,1,1,1
184,227146680392,227383344874,1,1,1
185,227151680392,227389405855,1,1,1
186,227156680392,227394901230,1,1,1
187,227161680392,227400975857,1,1,1
188,227166680392,227408080955,1,1,1
189,227171680392,227413477099,1,1,1
190,227176680392,227419180750,1,1,1
191,227181680392,227424862132,1,1,1
192,227186680392,227431515554,1,1,1
193,227191680392,227438535095,1,1,1
194,227196680392,227444482043,1,1,1
195,227201680392,227449864307,1,1,1
196,227206680392,227455946266,1,1,1
197,227211680392,227463175316,1,1,1
198,227216680392,227468363959,1,1,1
199,227221680392,227474507540,1,1,1
200,227226680392,227480394873,1,1,1
201,227231680392,227486541067,1,1,1
202,227236680392,227493005672,1,1,1
203,227241680392,227498278699,1,1,1
204,227246680392,227503769944,1,1,1
205,227251680392,227509572402,1,1,1
206,227256680392,227514909312,1,1,1
207,227261680392,227520764149,1,1,1
208,227266680392,227526574965,1,1,1
209,227271680392,227532984290,1,1,1
210,227276680392,227538285593,1,1,1
211,227281680392,227543315018,1,1,1
212,227286680392,227549477302,1,1,1
213,227291680392,227555393213,1,1,1
214,227296680392,227561278424,1,1,1
215,227301680392,227568006269,1,1,1
216,227306680392,227574516387,1,1,1
217,227311680392,227580341697,1,1,1
218,227316680392,227586659175,1,1,1
219,227321680392,227593060095,1,1,1
220,227326680392,227598370820,1,1,1
221,227331680392,227604110239,1,1,1
222,227336680392,227609623656,1,1,1
223,227341680392,227615765370,1,1,1
224,227346680392,227621749912,1,1,1
225,227351680392,227628007386,1,1,1
226,227356680392,227633438835,1,1,1
227,227361680392,227638683260,1,1,1
228,227366680392,227644459687,1,1,1
229,227371680392,227650119564,1,1,1
230,227376680392,227656668895,1,1,1
231,227381680392,227663065918,1,1,1
232,227386680392,227668396597,1,1,1
233,227391680392,227675351002,1,1,1
234,227396680392,227681370726,1,1,1
235,227401680392,227688299380,1,1,1
236,227406680392,227694108814,1,1,1
237,227411680392,227699874961,1,1,1
238,227416680392,227708046409,1,1,1
239,227421680392,227713382815,1,1,1
240,227426680392,227719006270,1,1,1
241,227431680392,227725330037,1,1,1
242,227436680392,227731508971,1,1,1
243,227441680392,227738347374,1,1,1
244,227446680392,227744113118,1,1,1
245,227451680392,227750140282,1,1,1
246,227456680392,227756121802,1,1,1
247,227461680392,227763129250,1,1,1
248,227466680392,227768348728,1,1,1
249,227471680392,227773580327,1,1,1
250,227476680392,227779529079,1,1,1
251,227481680392,227785013745,1,1,1
252,227486680392,227791129486,1,1,1
253,227491680392,227797970488,1,1,1
254,227496680392,227803256852,1,1,1
255,227501680392,227809599775,1,1,1
256,227506680392,227816081610,1,1,1
257,227511680392,227823004082,1,1,1
258,227516680392,227828486887,1,1,1
259,227521680392,227833976254,1,1,1
260,227526680392,227840822432,1,1,1
261,227531680392,227846602990,1,1,1
262,227536680392,227853088484,1,1,1
263,227541680392,227858571259,1,1,1
264,227546680392,227864376090,1,1,1
265,227551680392,227870269902,1,1,1
266,227556680392,227876534536,1,1,1
267,227561680392,227882985311,1,1,1
268,227566680392,227888623555,1,1,1
269,227571680392,227894842319,1,1,1
270,227576680392,227900275209,1,1,1
271,227581680392,227908143181,1,1,1
272,227586680392,227913551650,1,1,1
273,227591680392,227919243372,1,1,1
274,227596680392,227925276644,1,1,1
275,227601680392,227931619619,1,1,1
276,227606680392,227937919770,1,1,1
277,227611680392,227943250441,1,1,1
278,227616680392,227948786917,1,1,1
279,227621680392,227954415660,1,1,1
280,227626680392,227960681582,1,1,1
281,227631680392,227968142277,1,1,1
282,227636680392,227974264156,1,1,1
283,227641680392,227980272318,1,1,1
284,227646680392,227986102281,1,1,1
285,227651680392,227991771420,1,1,1
286,227656680392,227998089750,1,1,1
287,227661680392,228003255681,1,1,1
288,227666680392,228008608483,1,1,1
289,227671680392,228016245884,1,1,1
290,227676680392,228021749071,1,1,1
291,227681680392,228028314231,1,1,1
292,227686680392,228033323411,1,1,1
293,227691680392,228038460092,1,1,1
294,227696680392,228044273997,1,1,1
295,227701680392,228049768957,1,1,1
296,227706680392,228055706080,1,1,1
297,227711680392,228062983986,1,1,1
298,227716680392,228068579988,1,1,1
299,227721680392,228074345589,1,1,1
300,227726680392,228080224012,1,1,1
301,227731680392,228086463944,1,1,1
302,227736680392,228093159760,1,1,1
303,227741680392,228098621063,1,1,1
304,227746680392,228104287580,1,1,1
305,227751680392,228109959969,1,1,1
306,227756680392,228116439500,1,1,1
307,227761680392,228121746653,1,1,1
308,227766680392,228128230279,1,1,1
309,227771680392,228133329262,1,1,1
310,227776680392,228139023520,1,1,1
311,227781680392,228145107804,1,1,1
312,227786680392,228150863848,1,1,1
313,227791680392,228158048124,1,1,1
314,227796680392,228163369150,1,1,1
315,227801680392,228168471011,1,1,1
316,227806680392,228174777606,1,1,1
317,227811680392,228180369335,1,1,1
318,227816680392,228186104761,1,1,1
319,227821680392,228191790822,1,1,1
320,227826680392,228197956247,1,1,1
321,227831680392,228203276534,1,1,1
322,227836680392,228209501602,1,1,1
323,227841680392,228216231070,1,1,1
324,227846680392,228221619496,1,1,1
325,227851680392,228227763042,1,1,1
326,227856680392,228233575428,1,1,1
327,227861680392,228239176877,1,1,1
328,227866680392,228246147011,1,1,1
329,227871680392,228253138451,1,1,1
330,227876680392,228259197353,1,1,1
331,227881680392,228264739469,1,1,1
332,227886680392,228270218874,1,1,1
333,227891680392,228276780746,1,1,1
334,227896680392,228282397011,1,1,1
335,227901680392,228288469655,1,1,1
336,227906680392,228294334738,1,1,1
337,227911680392,228299865483,1,1,1
338,227916680392,228305628688,1,1,1
339,227921680392,228311434245,1,1,1
340,227926680392,228317271174,1,1,1
341,227931680392,228322770077,1,1,1
342,227936680392,228328793694,1,1,1
343,227941680392,228334407503,1,1,1
344,227946680392,228339720698,1,1,1
345,227951680392,228346023363,1,1,1
346,227956680392,228351668333,1,1,1
347,227961680392,228357357566,1,1,1
348,227966680392,228363571808,1,1,1
349,227971680392,228368918353,1,1,1
350,227976680392,228374852915,1,1,1
351,227981680392,228380567877,1,1,1
352,227986680392,228386386506,1,1,1
353,227991680392,228392216962,1,1,1
354,227996680392,228397639885,1,1,1
355,228001680392,228403311892,1,1,1
356,228006680392,228409204132,1,1,1
357,228011680392,228415607759,1,1,1
358,228016680392,228422454491,1,1,1
359,228021680392,228428852192,1,1,1
360,228026680392,228434543243,1,1,1
361,228031680392,228440256808,1,1,1
362,228036680392,228446959670,1,1,1
363,228041680392,228452636406,1,1,1
364,228046680392,228458784382,1,1,1
365,228051680392,228464556275,1,1,1
366,228056680392,228470535673,1,1,1
367,228061680392,228476623626,1,1,1
368,228066680392,228482275594,1,1,1
369,228071680392,228488513593,1,1,1
370,228076680392,228494360367,1,1,1
371,228081680392,228500225277,1,1,1
372,228086680392,228505656930,1,1,1
373,228091680392,228511265120,1,1,1
374,228096680392,228516952932,1,1,1
375,228101680392,228522500397,1,1,1
376,228106680392,228528633556,1,1,1
377,228111680392,228534835550,1,1,1
378,228116680392,228540310784,1,1,1
379,228121680392,228546199365,1,1,1
380,228126680392,228551951721,1,1,1
381,228131680392,228557203117,1,1,1
382,228136680392,228563439197,1,1,1
383,228141680392,228569569861,1,1,1
384,228146680392,228575627258,1,1,1
385,228151680392,228581437732,1,1,1
386,228156680392,228586862769,1,1,1
387,228161680392,228592824990,1,1,1
388,228166680392,228598289402,1,1,1
389,228171680392,228604118900,1,1,1
390,228176680392,228609829166,1,1,1
391,228181680392,228615408459,1,1,1
392,228186680392,228620652977,1,1,1
393,228191680392,228626263571,1,1,1
394,228196680392,228631627290,1,1,1
395,228201680392,228636937841,1,1,1
396,228206680392,228642664004,1,1,1
397,228211680392,228648007689,1,1,1
398,228216680392,228653735099,1,1,1
399,228221680392,228658900001,1,1,1
