index,planned_ns,started_ns,prepared_ns,publication_started_ns,completed_ns,checkpoint_confirmed_by_ns,outcome,sequence,epoch,version,proof,value_ms,verified_ms,received_ms,price,quantity,checksum,gap,time_known,seal
0,18756453313,18757858261,18757860995,18757861025,18762067095,0,1,2,1,2,2,1,1,1,102,2,3405517392,0,1,0
1,18956453313,18956566199,18956569024,18956569054,18960654089,0,1,3,1,3,3,200,200,200,103,3,3405582928,0,1,0
2,19156453313,19156576676,19156581357,19156581377,19158615088,0,1,4,1,4,4,400,400,400,104,4,3405386328,0,1,0
3,19356453313,19356683892,19356688104,19356688124,19358698495,0,1,5,1,5,5,600,600,600,105,5,3405451864,0,1,0
4,19556453313,19556555810,19556558389,19556558419,19558883109,0,1,6,1,6,6,800,800,800,106,6,3405255256,0,1,0
5,19756453313,19756575153,19756577591,19756577612,19758326890,0,1,7,1,7,7,1000,1000,1000,107,7,3405320792,0,1,0
6,19956453313,19956572952,19956575451,19956575471,19958108207,0,1,8,1,8,8,1200,1200,1200,108,8,3405124176,0,1,0
7,20156453313,20156540187,20156543079,20156543109,20158021259,0,1,9,1,9,9,1400,1400,1400,109,9,3405189712,0,1,0
8,20356453313,20356544821,20356547509,20356547539,20357994848,0,1,10,1,10,10,1600,1600,1600,110,10,3404993104,0,1,0
9,20556453313,20556569755,20556572977,20556572997,20558095873,0,1,11,1,11,11,1800,1800,1800,111,11,3405058640,0,1,0
